,track,artist,genre,week,Ranking
7208,Californication,Red Hot Chili Peppers,Rock,23,
7209,Deep Inside Of You,Third Eye Blind,Rock,23,
7210,Do What You Gotta Do,"Brooks, Garth",Country,23,
7211,Original Prankster,"Offspring, The",Rock,23,
7212,My Baby You,"Anthony, Marc",Latin,23,
7213,"Same Script, Different Cast","Houston, Whitney",Rock,23,
7214,Left & Right,D'Angelo,R&B,23,
7215,I Belong To You,"Kravitz, Lenny",Rock,23,
7216,That's The Kind Of Mood I'm In,"Loveless, Patty",Country,23,
7217,Breathe And Stop,Q-Tip,Rock,23,
7218,Can't Fight The Moonlight,"Rimes, LeAnn",Country,23,
7219,Tha Block Is Hot,Lil Wayne,Rap,23,
7220,Baby Don't Cry (Keep Ya Head Up II),2 Pac,Rap,23,
7221,Sleepwalker,"Wallflowers, The",Rock,23,
7222,"Left, Right, Left",Drama,Rap,23,
7223,N 2 Gether Now,Limp Bizkit,Rock,23,
7224,"Ryde or Die, Chick",Lox,Rap,23,
7225,Whistle While You Twurk,Ying Yang Twins,Rap,23,
7226,"Live, Laugh, Love","Walker, Clay",Country,23,
7227,No Leaf Clover (Live),Metallica,Rock,23,
7228,Another Nine Minutes,Yankee Grey,Country,23,
7229,Tricky Tricky ,"Bega, Lou",Rock,23,
7230,It's So Hard,Big Punisher,Rap,23,
7231,When You Need My Love,"Worley, Darryl",Country,23,
7232,How Many Licks?,Lil' Kim,Rap,23,
7233,A Little Gasoline,"Clark, Terri",Country,23,
7234,A Country Boy Can Survive,"Brock, Chad",Country,23,
7235,My Love Goes On And On,"Cagle, Chris",Country,23,
7236,Put Your Hand In Mine,"Byrd, Tracy",Country,23,
7237,I Disappear,Metallica,Rock,23,
7238,Hey Papi,Jay-Z,Rap,23,
7239,The Rockafeller Skank,Fatboy Slim,Electronica,23,
7240,Mr. Too Damn Good,"Levert, Gerald",R&B,23,
7241,Stay Or Let It Go,"McKnight, Brian",Rock,23,
7242,Smoke Rings In The Dark,"Allan, Gary",Country,23,
7243,The Best Man I Can Be,Ginuwine,Rock,23,
7244,Monica,Before Dark,Rock,23,
7245,No Me Dejes De Querer,"Estefan, Gloria",Rock,23,
7246,Sour Girl,Stone Temple Pilots,Rock,23,
7247,Daddy Won't Sell The Farm,Montgomery Gentry,Country,23,
7248,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,23,
7249,Meanwhile Back At The Ranch,Clark Family Experience,Country,23,
7250,Summer Rain,"Thomas, Carl",Rock,23,
7251,Real Live Woman,"Yearwood, Trisha",Country,23,
7252,Shut Up,Trick Daddy,Rap,23,
7253,Straight Up,"Moore, Chante",Rock,23,
7254,What Means The World To You,Cam'ron,Rap,23,
7255,U Understand,Juvenile,Rap,23,
7256,Can't Stay,"Hollister, Dave",Rock,23,
7257,Can't Go For That,Tamia,Rock,23,
7258,West Side Story,LFO,Rock,23,
7259,Me Neither,"Paisley, Brad",Country,23,
7260,Take That,"Carter, Torrey",Rock,23,
7261,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,23,
7262,Don't Call Me Baby,Madison Avenue,Electronica,23,
7263,Got It All,Eve,Rap,23,
7264,Re-Arranged,Limp Bizkit,Rock,23,
7265,Still In My Heart,"Spencer, Tracie",Rock,23,
7266,3 Little Words,Nu Flavor,R&B,23,
7267,If You Don't Wanna Love Me,Tamar,Rock,23,
7268,Baby U Are,"Levert, Gerald",R&B,23,
7269,L.A. Song,"Hart, Beth",Country,23,
7270,The Quittin' Kind,"Diffie, Joe",Country,23,
7271,Do You,Funkmaster Flex,Rap,23,
7272,Love Sets You Free,"Price, Kelly",Rock,23,
7273,Riddle,En Vogue,Rock,23,
7274,No Mercy,"Herndon, Ty",Country,23,
7275,I'm Outta Love,Anastacia,Pop,23,
7276,Pull Over,Trina,Rap,23,
7277,Ta Da,Lil' Mo,Rap,23,
7278,Dancing Queen,A*Teens,Pop,23,
7279,Where I Wanna Be,"Sheist, Shade",Rap,23,
7280,All Good?,De La Soul,Rap,23,
7281,Get Up,"Larrieux, Amel",R&B,23,
7282,Spanish Guitar,"Braxton, Toni",Rock,23,
7283,I Know,Tuesday,Rock,23,
7284,Imagine That,LL Cool J,Rap,23,
7285,Souljas,Master P,Rap,23,
7286,Cherchez LaGhost,Ghostface Killah,R&B,23,
7287,Freakin' It,"Smith, Will",Rap,23,
7288,Kernkraft 400,Zombie Nation,Rock,23,
7289,Got Beef,"Eastsidaz, The",Rap,23,
7290,Toca's Miracle,Fragma,R&B,23,
7291,Independent Women Part I,Destiny's Child,Rock,24,12.0
7292,"Maria, Maria",Santana,Rock,24,36.0
7293,I Knew I Loved You,Savage Garden,Rock,24,12.0
7294,Music,Madonna,Rock,24,44.0
7295,Come On Over Baby (All I Want Is You),"Aguilera, Christina",Rock,24,
7296,Doesn't Really Matter,Janet,Rock,24,41.0
7297,Say My Name,Destiny's Child,Rock,24,13.0
7298,Be With You,"Iglesias, Enrique",Latin,24,
7299,Incomplete,Sisqo,Rock,24,31.0
7300,Amazed,Lonestar,Country,24,
7301,It's Gonna Be Me,N'Sync,Rock,24,38.0
7302,What A Girl Wants,"Aguilera, Christina",Rock,24,44.0
7303,Everything You Want,Vertical Horizon,Rock,24,6.0
7304,With Arms Wide Open,Creed,Rock,24,3.0
7305,Try Again,Aaliyah,Rock,24,9.0
7306,Bent,matchbox twenty,Rock,24,9.0
7307,Thank God I Found You,"Carey, Mariah",Rock,24,
7308,Breathe,"Hill, Faith",Rap,24,3.0
7309,Case Of The Ex (Whatcha Gonna Do),Mya,Rock,24,8.0
7310,He Loves U Not,Dream,Rock,24,19.0
7311,He Wasn't Man Enough,"Braxton, Toni",Rock,24,13.0
7312,You Sang To Me,"Anthony, Marc",Latin,24,20.0
7313,Give Me Just One Night (Una Noche),98¡,Rock,24,
7314,Jumpin' Jumpin',Destiny's Child,Rock,24,7.0
7315,Kryptonite,3 Doors Down,Rock,24,6.0
7316,Thong Song,Sisqo,Rock,24,17.0
7317,I Turn To You,"Aguilera, Christina",Rock,24,
7318,My Love Is Your Love,"Houston, Whitney",Rock,24,20.0
7319,I Wanna Know,Joe,Rock,24,12.0
7320,Get It On.. Tonite,"Jordan, Montell",Rap,24,7.0
7321,Bye Bye Bye,N'Sync,Rock,24,
7322,The Real Slim Shady,Eminem,Rap,24,
7323,Most Girls,Pink,Rock,24,21.0
7324,Gotta Tell You,"Mumba, Samantha",Rock,24,
7325,Bring It All To Me,Blaque,Pop,24,19.0
7326,Hot Boyz,"Elliott, Missy ""Misdemeanor""",Rap,24,
7327,I Try,"Gray, Macy",Rock,24,27.0
7328,This I Promise You,N'Sync,Rock,24,39.0
7329,No More,Ruff Endz,Rock,24,24.0
7330,Show Me The Meaning Of Being Lonely,"Backstreet Boys, The",Rock,24,47.0
7331,Absolutely (Story Of A Girl),Nine Days,Rock,24,30.0
7332,That's The Way It Is,"Dion, Celine",Rock,24,16.0
7333,All The Small Things,Blink-182,Rock,24,
7334,Blue (Da Ba Dee),Eiffel 65,Electronica,24,
7335,Bag Lady,"Badu, Erkyah",Rock,24,
7336,There U Go,Pink,Rock,24,16.0
7337,Higher,Creed,Rock,24,
7338,(Hot S**t) Country Grammar,Nelly,Rap,24,10.0
7339,Wifey,Next,Rock,24,
7340,Auld Lang Syne (The Millenium Mix),Kenny G,Jazz,24,
7341,It Feels So Good,Sonique,Rock,24,49.0
7342,Oops!.. I Did It Again,"Spears, Britney",Rock,24,
7343,Shape Of My Heart,"Backstreet Boys, The",Rock,24,
7344,Wonderful,Everclear,Rock,24,
7345,Between Me And You,Ja Rule,Rap,24,
7346,I Need You,"Rimes, LeAnn",Country,24,30.0
7347,Then The Morning Comes,Smash Mouth,Rock,24,35.0
7348,I Just Wanna Love U (Give It 2 Me),Jay-Z,Rap,24,
7349,Let's Get Married,Jagged Edge,Rock,24,47.0
7350,Take A Picture,Filter,Rock,24,
7351,She Bangs,"Martin, Ricky",Latin,24,
7352,Shake Ya Ass,Mystikal,Rap,24,
7353,Back Here,BBMak,Rock,24,22.0
7354,From The Bottom Of My Broken Heart,"Spears, Britney",Rock,24,
7355,Never Let You Go,Third Eye Blind,Rock,24,
7356,Otherside,Red Hot Chili Peppers,Rock,24,
7357,Liar,Profyle,R&B,24,
7358,Pinch Me,Barenaked Ladies,Rock,24,
7359,He Can't Love U,Jagged Edge,Rock,24,
7360,Wobble Wobble,504 Boyz,Rap,24,
7361,Desert Rose,Sting,Rock,24,45.0
7362,Big Pimpin',Jay-Z,Rap,24,
7363,Only God Knows Why,Kid Rock,Rock,24,
7364,Learn To Fly,Foo Fighters,Rock,24,
7365,Goodbye Earl,"Dixie Chicks, The",Country,24,
7366,Dancin',Guy,R&B,24,
7367,Bounce With Me,Lil Bow Wow,Rap,24,
7368,Swear It Again,Westlife,Rock,24,
7369,Meet Virginia,Train,Rock,24,42.0
7370,I Wish,"Thomas, Carl",Rock,24,
7371,This Time Around,Hanson,Country,24,
7372,I Think I'm In Love With You,"Simpson, Jessica",Pop,24,
7373,What's Your Fantasy,Ludacris,Rap,24,
7374,Callin' Me,Lil' Zane,Rap,24,
7375,Don't Say You Love Me,M2M,Pop,24,
7376,Faded,SoulDecision,Rock,24,50.0
7377,Yes!,"Brock, Chad",Country,24,
7378,Shake Your Bon-Bon,"Martin, Ricky",Latin,24,
7379,You're A God,Vertical Horizon,Rock,24,
7380,Separated,Avant,Rock,24,
7381,Big Deal,"Rimes, LeAnn",Country,24,
7382,Stay The Night,IMx,Rap,24,
7383,The Next Episode,Dr. Dre,Rap,24,
7384,Lucky,"Spears, Britney",Rock,24,
7385,Crash And Burn,Savage Garden,Rock,24,
7386,Don't Think I'm Not,Kandi,Rock,24,41.0
7387,I Like It,Sammie,Rock,24,
7388,Broadway,Goo Goo Dolls,Rock,24,
7389,I Wanna Be With You,"Moore, Mandy",Pop,24,91.0
7390,Forgot About Dre,Dr. Dre,Rap,24,
7391,Untitled (How Does It Feel),D'Angelo,R&B,24,
7392,That's The Way,"Messina, Jo Dee",Country,24,
7393,My First Love,Avant,Rock,24,
7394,A Puro Dolor (Purest Of Pain),Son By Four,Latin,24,32.0
7395,What'Chu Like,Da Brat,Rap,24,
7396,Party Up (Up In Here),DMX,Rap,24,
7397,Cowboy Take Me Away,"Dixie Chicks, The",Country,24,
7398,My Next Thirty Years,"McGraw, Tim",Country,24,
7399,Best Of Intentions,"Tritt, Travis",Country,24,
7400,Better Off Alone,Alice Deejay,Electronica,24,
7401,Another Dumb Blonde,Hoku,Pop,24,
7402,I Learned From The Best,"Houston, Whitney",Rock,24,
7403,Hanginaround,Counting Crows,Rock,24,
7404,Shackles (Praise You),Mary Mary,Rock,24,
7405,Crybaby,"Carey, Mariah",Rock,24,
7406,My Best Friend,"McGraw, Tim",Country,24,
7407,Falls Apart,Sugar Ray,Rock,24,
7408,American Pie,Madonna,Rock,24,
7409,Where I Wanna Be,"Jones, Donell",Rock,24,
7410,We Danced,"Paisley, Brad",Country,24,
7411,What About Now,Lonestar,Country,24,
7412,The One,"Backstreet Boys, The",Rock,24,
7413,How Do You Like Me Now?!,"Keith, Toby",Country,24,
7414,The Best Day,"Strait, George",Country,24,
7415,Without You,"Dixie Chicks, The",Country,24,
7416,Just Friends (Sunny),Musiq,Rap,24,
7417,What Do You Say,"McEntire, Reba",Country,24,
7418,Just Be A Man About It,"Braxton, Toni",Rock,24,
7419,Rhythm Divine,"Iglesias, Enrique",Latin,24,
7420,I Will Love Again,"Fabian, Lara",Pop,24,
7421,It's My Life,Bon Jovi,Rock,24,
7422,Born To Fly,"Evans, Sara",Country,24,
7423,I Lost It,"Chesney, Kenny",Country,24,
7424,One Night Stand,J-Shin,R&B,24,
7425,Love Is Blind,Eve,Rap,24,
7426,I Don't Wanna,Aaliyah,Rock,24,
7427,The Little Girl,"Montgomery, John Michael",Country,24,
7428,Aaron's Party (Come Get It),"Carter, Aaron",R&B,24,
7429,Just Another Day In Paradise,"Vassar, Phil",Country,24,
7430,You Can Do It,Ice Cube,Rap,24,
7431,Back At One,"Wills, Mark",Country,24,
7432,Dance Tonight,Lucy Pearl,R&B,24,
7433,It Must Be Love,"Jackson, Alan",Country,24,
7434,She's More,"Griggs, Andy",Country,24,
7435,Simple Kind Of Life,No Doubt,Rock,24,
7436,911,"Jean, Wyclef",Rap,24,
7437,Prayin' For Daylight,Rascal Flatts,Country,24,
7438,Graduation (Friends Forever),Vitamin C,Rock,24,
7439,One Voice,"Gilman, Billy",Country,24,
7440,Smile,Lonestar,Country,24,
7441,Buy Me A Rose,"Rogers, Kenny",Country,24,
7442,Lessons Learned,"Lawrence, Tracy",Country,24,
7443,Go On,"Strait, George",Country,24,
7444,Got To Get It,Sisqo,Rock,24,
7445,Who Let The Dogs Out,Baha Men,R&B,24,
7446,The Chain Of Love,"Walker, Clay",Country,24,
7447,Love's The Only House,"McBride, Martina",Country,24,
7448,Sexual (Li Da Di),Amber,Rock,24,69.0
7449,Kiss This,"Tippin, Aaron",Country,24,
7450,I Will.. But,SheDaisy,Country,24,
7451,Couldn't Last A Moment,"Raye, Collin",Country,24,
7452,Whoa!,Black Rob,Rap,24,
7453,Pop A Top,"Jackson, Alan",Country,24,
7454,Been There,"Black, Clint",Country,24,
7455,The Light,Common,Rap,24,
7456,Carlene,"Vassar, Phil",Country,24,
7457,www.memory,"Jackson, Alan",Country,24,
7458,The Itch,Vitamin C,Rock,24,
7459,G'D Up,"Eastsidaz, The",Rap,24,
7460,Whatever,Ideal,R&B,24,
7461,Emotional,"Thomas, Carl",Rock,24,
7462,None Of Ur Friends Business,Ginuwine,Rock,24,
7463,Unconditional,"Davidson, Clay",Country,24,
7464,What You Want,DMX,Rap,24,
7465,Someday Out Of The Blue,"John, Elton",Rock,24,
7466,Nothing As It Seems,Pearl Jam,Rock,24,
7467,The Best Of Me,Mya,Rock,24,
7468,Flowers On The Wall,"Heatherly, Eric",Country,24,
7469,Stan,Eminem,Rap,24,
7470,I'll Be,"McEntire, Reba",Country,24,
7471,Feelin' Good,"Lopez, Jennifer",Latin,24,
7472,Your Everything,"Urban, Keith",Country,24,
7473,Dear Lie,TLC,Rock,24,
7474,Feels Like Love,"Gill, Vince",Country,24,
7475,Could I Have This Kiss Forever,"Houston, Whitney",Rock,24,
7476,The Bad Touch,Bloodhound Gang,R&B,24,
7477,Angels,"Williams, Robbie",Rock,24,
7478,Because You Love Me,"Messina, Jo Dee",Country,24,
7479,Country Comes To Town,"Keith, Toby",Country,24,
7480,Girls Dem Sugar,Beenie Man,Reggae,24,
7481,Let's Make Love,"Hill, Faith",Rap,24,
7482,Caught Out There,Kelis,R&B,24,
7483,Anything,Jay-Z,Rap,24,
7484,Loser,3 Doors Down,Rock,24,
7485,You'll Always Be Loved By Me,Brooks & Dunn,Country,24,
7486,What I Need To Do,"Chesney, Kenny",Country,24,
7487,No More Rain (In This Cloud),"Stone, Angie",R&B,24,
7488,That's What I'm Looking For,Da Brat,Rap,24,
7489,This Woman Needs,SheDaisy,Country,24,
7490,Last Resort,Papa Roach,Rock,24,
7491,Open My Heart,"Adams, Yolanda",Gospel,24,
7492,Bad Boyz,Shyne,Rap,24,
7493,The Great Beyond,R.E.M.,Rock,24,
7494,It's Always Somethin',"Diffie, Joe",Country,24,
7495,Some Things Never Change,"McGraw, Tim",Country,24,
7496,Taking You Home,"Henley, Don",Rock,24,
7497,The Way I Am,Eminem,Rap,24,
7498,You Owe Me,Nas,R&B,24,
7499,Change Your Mind,Sister Hazel,Rock,24,
7500,Best Friend,Puff Daddy,Rap,24,
7501,There You Are,"McBride, Martina",Country,24,
7502,Pop Ya Collar,Usher,Rock,24,
7503,No Matter What They Say,Lil' Kim,Rap,24,
7504,I Don't Wanna Kiss You Goodnight,LFO,Rock,24,
7505,Deck The Halls,SheDaisy,Country,24,
7506,I Think God Can Explain,Splender,R&B,24,
7507,Where You Are,"Simpson, Jessica",Rock,24,
7508,Mirror Mirror,M2M,Pop,24,
7509,U Don't Love Me,Kumbia Kings,R&B,24,
7510,Treat Her Like A Lady,Joe,Rock,24,
7511,Deep Inside,"Blige, Mary J.",Rock,24,
7512,You Should've Told Me,"Price, Kelly",Rock,24,
7513,That Other Woman,Changing Faces,Rock,24,
7514,It Was,"Wright, Chely",R&B,24,
7515,Rollin',Limp Bizkit,Rock,24,
7516,I Need A Hot Girl,Hot Boys,Rap,24,
7517,Do It Again (Put Ya Hands Up),Jay-Z,Rap,24,
7518,More,"Adkins, Trace",Country,24,
7519,Cold Day In July,"Dixie Chicks, The",Country,24,
7520,As We Lay,"Price, Kelly",Rock,24,
7521,What's My Name,DMX,Rap,24,
7522,Private Emotion,"Martin, Ricky",Latin,24,
7523,If I Am,Nine Days,Rock,24,
7524,Give Me You,"Blige, Mary J.",Rock,24,
7525,Californication,Red Hot Chili Peppers,Rock,24,
7526,Deep Inside Of You,Third Eye Blind,Rock,24,
7527,Do What You Gotta Do,"Brooks, Garth",Country,24,
7528,Original Prankster,"Offspring, The",Rock,24,
7529,My Baby You,"Anthony, Marc",Latin,24,
7530,"Same Script, Different Cast","Houston, Whitney",Rock,24,
7531,Left & Right,D'Angelo,R&B,24,
7532,I Belong To You,"Kravitz, Lenny",Rock,24,
7533,That's The Kind Of Mood I'm In,"Loveless, Patty",Country,24,
7534,Breathe And Stop,Q-Tip,Rock,24,
7535,Can't Fight The Moonlight,"Rimes, LeAnn",Country,24,
7536,Tha Block Is Hot,Lil Wayne,Rap,24,
7537,Baby Don't Cry (Keep Ya Head Up II),2 Pac,Rap,24,
7538,Sleepwalker,"Wallflowers, The",Rock,24,
7539,"Left, Right, Left",Drama,Rap,24,
7540,N 2 Gether Now,Limp Bizkit,Rock,24,
7541,"Ryde or Die, Chick",Lox,Rap,24,
7542,Whistle While You Twurk,Ying Yang Twins,Rap,24,
7543,"Live, Laugh, Love","Walker, Clay",Country,24,
7544,No Leaf Clover (Live),Metallica,Rock,24,
7545,Another Nine Minutes,Yankee Grey,Country,24,
7546,Tricky Tricky ,"Bega, Lou",Rock,24,
7547,It's So Hard,Big Punisher,Rap,24,
7548,When You Need My Love,"Worley, Darryl",Country,24,
7549,How Many Licks?,Lil' Kim,Rap,24,
7550,A Little Gasoline,"Clark, Terri",Country,24,
7551,A Country Boy Can Survive,"Brock, Chad",Country,24,
7552,My Love Goes On And On,"Cagle, Chris",Country,24,
7553,Put Your Hand In Mine,"Byrd, Tracy",Country,24,
7554,I Disappear,Metallica,Rock,24,
7555,Hey Papi,Jay-Z,Rap,24,
7556,The Rockafeller Skank,Fatboy Slim,Electronica,24,
7557,Mr. Too Damn Good,"Levert, Gerald",R&B,24,
7558,Stay Or Let It Go,"McKnight, Brian",Rock,24,
7559,Smoke Rings In The Dark,"Allan, Gary",Country,24,
7560,The Best Man I Can Be,Ginuwine,Rock,24,
7561,Monica,Before Dark,Rock,24,
7562,No Me Dejes De Querer,"Estefan, Gloria",Rock,24,
7563,Sour Girl,Stone Temple Pilots,Rock,24,
7564,Daddy Won't Sell The Farm,Montgomery Gentry,Country,24,
7565,You Won't Be Lonely Now,"Cyrus, Billy Ray",Country,24,
7566,Meanwhile Back At The Ranch,Clark Family Experience,Country,24,
7567,Summer Rain,"Thomas, Carl",Rock,24,
7568,Real Live Woman,"Yearwood, Trisha",Country,24,
7569,Shut Up,Trick Daddy,Rap,24,
7570,Straight Up,"Moore, Chante",Rock,24,
7571,What Means The World To You,Cam'ron,Rap,24,
7572,U Understand,Juvenile,Rap,24,
7573,Can't Stay,"Hollister, Dave",Rock,24,
7574,Can't Go For That,Tamia,Rock,24,
7575,West Side Story,LFO,Rock,24,
7576,Me Neither,"Paisley, Brad",Country,24,
7577,Take That,"Carter, Torrey",Rock,24,
7578,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Ge+her,R&B,24,
7579,Don't Call Me Baby,Madison Avenue,Electronica,24,
7580,Got It All,Eve,Rap,24,
7581,Re-Arranged,Limp Bizkit,Rock,24,
7582,Still In My Heart,"Spencer, Tracie",Rock,24,
7583,3 Little Words,Nu Flavor,R&B,24,
7584,If You Don't Wanna Love Me,Tamar,Rock,24,
7585,Baby U Are,"Levert, Gerald",R&B,24,
7586,L.A. Song,"Hart, Beth",Country,24,
7587,The Quittin' Kind,"Diffie, Joe",Country,24,
7588,Do You,Funkmaster Flex,Rap,24,
7589,Love Sets You Free,"Price, Kelly",Rock,24,
7590,Riddle,En Vogue,Rock,24,
7591,No Mercy,"Herndon, Ty",Country,24,
7592,I'm Outta Love,Anastacia,Pop,24,
7593,Pull Over,Trina,Rap,24,
7594,Ta Da,Lil' Mo,Rap,24,
7595,Dancing Queen,A*Teens,Pop,24,
7596,Where I Wanna Be,"Sheist, Shade",Rap,24,
7597,All Good?,De La Soul,Rap,24,
7598,Get Up,"Larrieux, Amel",R&B,24,
7599,Spanish Guitar,"Braxton, Toni",Rock,24,
7600,I Know,Tuesday,Rock,24,
7601,Imagine That,LL Cool J,Rap,24,
7602,Souljas,Master P,Rap,24,
7603,Cherchez LaGhost,Ghostface Killah,R&B,24,
7604,Freakin' It,"Smith, Will",Rap,24,
7605,Kernkraft 400,Zombie Nation,Rock,24,
7606,Got Beef,"Eastsidaz, The",Rap,24,
7607,Toca's Miracle,Fragma,R&B,24,
7608,Independent Women Part I,Destiny's Child,Rock,25,15.0
7609,"Maria, Maria",Santana,Rock,25,48.0
7610,I Knew I Loved You,Savage Garden,Rock,25,14.0
7611,Music,Madonna,Rock,25,
7612,Come On Over Baby (All I Want Is You),"Aguilera, Christina",Rock,25,
7613,Doesn't Really Matter,Janet,Rock,25,
7614,Say My Name,Destiny's Child,Rock,25,14.0
7615,Be With You,"Iglesias, Enrique",Latin,25,
7616,Incomplete,Sisqo,Rock,25,32.0
7617,Amazed,Lonestar,Country,25,
7618,It's Gonna Be Me,N'Sync,Rock,25,48.0
7619,What A Girl Wants,"Aguilera, Christina",Rock,25,
7620,Everything You Want,Vertical Horizon,Rock,25,6.0
7621,With Arms Wide Open,Creed,Rock,25,3.0
7622,Try Again,Aaliyah,Rock,25,13.0
7623,Bent,matchbox twenty,Rock,25,12.0
7624,Thank God I Found You,"Carey, Mariah",Rock,25,
7625,Breathe,"Hill, Faith",Rap,25,2.0
7626,Case Of The Ex (Whatcha Gonna Do),Mya,Rock,25,11.0
7627,He Loves U Not,Dream,Rock,25,23.0
7628,He Wasn't Man Enough,"Braxton, Toni",Rock,25,15.0
7629,You Sang To Me,"Anthony, Marc",Latin,25,22.0
7630,Give Me Just One Night (Una Noche),98¡,Rock,25,
7631,Jumpin' Jumpin',Destiny's Child,Rock,25,6.0
7632,Kryptonite,3 Doors Down,Rock,25,6.0
7633,Thong Song,Sisqo,Rock,25,24.0
7634,I Turn To You,"Aguilera, Christina",Rock,25,
7635,My Love Is Your Love,"Houston, Whitney",Rock,25,22.0
7636,I Wanna Know,Joe,Rock,25,10.0
7637,Get It On.. Tonite,"Jordan, Montell",Rap,25,9.0
7638,Bye Bye Bye,N'Sync,Rock,25,
7639,The Real Slim Shady,Eminem,Rap,25,
7640,Most Girls,Pink,Rock,25,26.0
7641,Gotta Tell You,"Mumba, Samantha",Rock,25,
7642,Bring It All To Me,Blaque,Pop,25,19.0
7643,Hot Boyz,"Elliott, Missy ""Misdemeanor""",Rap,25,
7644,I Try,"Gray, Macy",Rock,25,34.0
7645,This I Promise You,N'Sync,Rock,25,41.0
7646,No More,Ruff Endz,Rock,25,33.0
7647,Show Me The Meaning Of Being Lonely,"Backstreet Boys, The",Rock,25,
7648,Absolutely (Story Of A Girl),Nine Days,Rock,25,36.0
7649,That's The Way It Is,"Dion, Celine",Rock,25,26.0
7650,All The Small Things,Blink-182,Rock,25,
7651,Blue (Da Ba Dee),Eiffel 65,Electronica,25,
7652,Bag Lady,"Badu, Erkyah",Rock,25,
7653,There U Go,Pink,Rock,25,20.0
7654,Higher,Creed,Rock,25,
7655,(Hot S**t) Country Grammar,Nelly,Rap,25,11.0
7656,Wifey,Next,Rock,25,
7657,Auld Lang Syne (The Millenium Mix),Kenny G,Jazz,25,
7658,It Feels So Good,Sonique,Rock,25,
7659,Oops!.. I Did It Again,"Spears, Britney",Rock,25,
7660,Shape Of My Heart,"Backstreet Boys, The",Rock,25,
7661,Wonderful,Everclear,Rock,25,
7662,Between Me And You,Ja Rule,Rap,25,
7663,I Need You,"Rimes, LeAnn",Country,25,41.0
7664,Then The Morning Comes,Smash Mouth,Rock,25,41.0
7665,I Just Wanna Love U (Give It 2 Me),Jay-Z,Rap,25,
7666,Let's Get Married,Jagged Edge,Rock,25,
7667,Take A Picture,Filter,Rock,25,
7668,She Bangs,"Martin, Ricky",Latin,25,
7669,Shake Ya Ass,Mystikal,Rap,25,
7670,Back Here,BBMak,Rock,25,24.0
7671,From The Bottom Of My Broken Heart,"Spears, Britney",Rock,25,
7672,Never Let You Go,Third Eye Blind,Rock,25,
7673,Otherside,Red Hot Chili Peppers,Rock,25,
7674,Liar,Profyle,R&B,25,
7675,Pinch Me,Barenaked Ladies,Rock,25,
7676,He Can't Love U,Jagged Edge,Rock,25,
7677,Wobble Wobble,504 Boyz,Rap,25,
7678,Desert Rose,Sting,Rock,25,42.0
7679,Big Pimpin',Jay-Z,Rap,25,
7680,Only God Knows Why,Kid Rock,Rock,25,
7681,Learn To Fly,Foo Fighters,Rock,25,
7682,Goodbye Earl,"Dixie Chicks, The",Country,25,
7683,Dancin',Guy,R&B,25,
7684,Bounce With Me,Lil Bow Wow,Rap,25,
7685,Swear It Again,Westlife,Rock,25,
7686,Meet Virginia,Train,Rock,25,46.0
7687,I Wish,"Thomas, Carl",Rock,25,
7688,This Time Around,Hanson,Country,25,
7689,I Think I'm In Love With You,"Simpson, Jessica",Pop,25,
7690,What's Your Fantasy,Ludacris,Rap,25,
7691,Callin' Me,Lil' Zane,Rap,25,
7692,Don't Say You Love Me,M2M,Pop,25,
7693,Faded,SoulDecision,Rock,25,
7694,Yes!,"Brock, Chad",Country,25,
7695,Shake Your Bon-Bon,"Martin, Ricky",Latin,25,
7696,You're A God,Vertical Horizon,Rock,25,
7697,Separated,Avant,Rock,25,
7698,Big Deal,"Rimes, LeAnn",Country,25,
7699,Stay The Night,IMx,Rap,25,
7700,The Next Episode,Dr. Dre,Rap,25,
7701,Lucky,"Spears, Britney",Rock,25,
7702,Crash And Burn,Savage Garden,Rock,25,
7703,Don't Think I'm Not,Kandi,Rock,25,
7704,I Like It,Sammie,Rock,25,
7705,Broadway,Goo Goo Dolls,Rock,25,
7706,I Wanna Be With You,"Moore, Mandy",Pop,25,90.0
7707,Forgot About Dre,Dr. Dre,Rap,25,
7708,Untitled (How Does It Feel),D'Angelo,R&B,25,
7709,That's The Way,"Messina, Jo Dee",Country,25,
7710,My First Love,Avant,Rock,25,
7711,A Puro Dolor (Purest Of Pain),Son By Four,Latin,25,39.0
